latitude,longitude,date,tempf
38.817,-82.3017,12/1/2020,31
40.0567,-81.4979,12/1/2020,30
40.5353,-84.6321,12/1/2020,30
34.7094,-97.3127,12/1/2020,43
35.6176,-95.3839,12/1/2020,42
36.7651,-98.869,12/1/2020,44
44.1631,-120.3716,12/1/2020,29
43.9151,-121.2256,12/1/2020,32
44.4948,-122.5438,12/1/2020,40
45.3992,-120.6785,12/1/2020,38
45.7371,-97.5809,12/1/2020,30
44.6068,-102.7159,12/1/2020,33
35.7375,-84.3162,12/1/2020,33
35.1838,-89.8954,12/1/2020,40
28.1042,-96.978,12/1/2020,57
29.809,-103.2525,12/1/2020,49
33.1939,-96.5782,12/1/2020,45
34.9408,-102.6076,12/1/2020,44
28.8693,-99.1088,12/1/2020,49
28.6607,-97.4304,12/1/2020,50
35.8162,-100.2848,12/1/2020,43
36.2787,-100.8159,12/1/2020,43
31.4016,-100.4614,12/1/2020,49
36.7645,-77.8609,12/1/2020,42
36.6563,-81.2253,12/1/2020,28
36.617,-82.1576,12/1/2020,28
39.4056,-78.9566,12/1/2020,34
38.5105,-81.9061,12/1/2020,31
37.6037,-81.5489,12/1/2020,26
42.6556,-90.1303,12/1/2020,28
43.3762,-90.4357,12/1/2020,28
43.746,-87.7305,12/1/2020,33
31.7328,-86.3192,12/1/2020,40
32.6041,-85.353,12/1/2020,39
59.0999,-135.5781,12/1/2020,33
36.3673,-90.4187,12/1/2020,37
33.2151,-93.2269,12/1/2020,43
35.8283,-90.6304,12/1/2020,38
36.1734,-91.4711,12/1/2020,39
34.3587,-119.1331,12/1/2020,62
38.4134,-108.263,12/1/2020,31
30.7036,-87.0143,12/1/2020,42
34.4428,-84.1733,12/1/2020,32
33.2692,-83.0005,12/1/2020,38
34.4566,-84.4903,12/1/2020,30
33.3211,-83.3718,12/1/2020,38
32.0422,-84.2043,12/1/2020,39
31.9136,-82.9311,12/1/2020,39
42.6912,-114.263,12/1/2020,30
42.5931,-116.1427,12/1/2020,33
40.1392,-88.1972,12/1/2020,30
40.4058,-91.168,12/1/2020,31
41.5099,-87.0713,12/1/2020,29
40.751,-86.8643,12/1/2020,30
41.8981,-90.5342,12/1/2020,28
40.7353,-94.2443,12/1/2020,33
41.3294,-91.7251,12/1/2020,29
43.293,-91.8508,12/1/2020,26
36.7508,-86.1925,12/1/2020,30
37.207,-86.6825,12/1/2020,31
36.5526,-89.1877,12/1/2020,35
37.4033,-84.0207,12/1/2020,29
37.5522,-85.2692,12/1/2020,30
36.9956,-86.4236,12/1/2020,31
31.5978,-92.5617,12/1/2020,44
30.2884,-91.3632,12/1/2020,48
29.7869,-92.2901,12/1/2020,46
39.3002,-76.6105,12/1/2020,44
45.5901,-84.9868,12/1/2020,30
43.9898,-84.3898,12/1/2020,31
43.6452,-84.8394,12/1/2020,32
43.9952,-85.8114,12/1/2020,31
46.0208,-86.1994,12/1/2020,30
47.7743,-96.4,12/1/2020,28
43.6696,-96.2632,12/1/2020,31
46.3623,-96.4767,12/1/2020,29
33.7993,-90.8845,12/1/2020,41
30.8554,-88.6423,12/1/2020,44
30.7738,-89.5868,12/1/2020,45
33.2731,-90.9444,12/1/2020,41
42.3494,-99.9232,12/1/2020,39
40.5304,-101.6942,12/1/2020,42
41.3939,-99.7269,12/1/2020,40
41.1944,-101.6445,12/1/2020,40
41.0503,-100.7445,12/1/2020,41
41.1411,-115.3514,12/1/2020,27
39.9778,-116.2722,12/1/2020,31
40.2871,-74.1524,12/1/2020,48
41.0338,-74.3003,12/1/2020,44
32.4579,-104.3065,12/1/2020,55
43.9954,-76.0535,12/1/2020,44
42.8175,-74.0436,12/1/2020,47
35.921,-81.1775,12/1/2020,36
47.4462,-97.1648,12/1/2020,29
40.8433,-82.2701,12/1/2020,28
38.6039,-82.5172,12/1/2020,31
41.1686,-81.1969,12/1/2020,30
41.3436,-77.0553,12/1/2020,37
41.7053,-71.2851,12/1/2020,56
34.2897,-81.6001,12/1/2020,38
43.1791,-99.2022,12/1/2020,38
44.5467,-99.0046,12/1/2020,32
44.021,-98.0921,12/1/2020,32
35.763,-89.6277,12/1/2020,37
35.5232,-87.497,12/1/2020,33
35.6157,-87.0778,12/1/2020,33
36.1387,-84.6393,12/1/2020,32
31.8413,-95.6617,12/1/2020,44
30.2656,-98.4,12/1/2020,44
28.4454,-96.5833,12/1/2020,56
33.0837,-94.3576,12/1/2020,44
31.4509,-105.3775,12/1/2020,48
28.3511,-99.0968,12/1/2020,51
31.5495,-97.2015,12/1/2020,45
29.885,-101.1466,12/1/2020,51
30.2151,-96.4103,12/1/2020,46
37.0141,-78.6614,12/1/2020,40
37.9395,-76.9419,12/1/2020,44
37.3119,-80.7172,12/1/2020,30
46.0248,-121.9532,12/1/2020,37
44.0784,-88.2121,12/1/2020,29
43.9082,-91.1118,12/1/2020,26
44.1051,-87.3138,12/1/2020,31
31.7517,-86.682,12/1/2020,40
33.7717,-85.8225,12/1/2020,36
31.6855,-87.8186,12/1/2020,42
59.5751,-135.3354,12/1/2020,26
34.5457,-93.6641,12/1/2020,42
35.9101,-93.2151,12/1/2020,41
34.9464,-92.9269,12/1/2020,43
36.6107,-121.0853,12/1/2020,56
37.2208,-121.6906,12/1/2020,56
38.0094,-108.4273,12/1/2020,19
26.9548,-81.1908,12/1/2020,55
30.7878,-85.2104,12/1/2020,41
25.6105,-80.499,12/1/2020,63
27.1844,-82.3658,12/1/2020,58
31.1973,-81.983,12/1/2020,41
30.7799,-82.1396,12/1/2020,43
34.4742,-85.3453,12/1/2020,34
30.9177,-82.7026,12/1/2020,41
31.5351,-84.2144,12/1/2020,40
34.8338,-83.9896,12/1/2020,28
33.779,-82.7479,12/1/2020,37
44.4482,-116.7978,12/1/2020,32
39.0011,-89.0179,12/1/2020,31
41.3433,-88.8859,12/1/2020,29
40.1291,-89.3653,12/1/2020,30
39.394,-87.1158,12/1/2020,31
38.3179,-85.9115,12/1/2020,31
40.5158,-85.6549,12/1/2020,29
41.325,-86.269,12/1/2020,31
41.3285,-94.4782,12/1/2020,33
40.7481,-92.4103,12/1/2020,31
43.378,-94.6694,12/1/2020,29
42.7365,-93.2714,12/1/2020,28
41.3402,-95.5449,12/1/2020,34
42.733,-93.7347,12/1/2020,30
38.4812,-98.7678,12/1/2020,41
37.5475,-101.2994,12/1/2020,44
37.553,-98.1445,12/1/2020,41
39.1895,-95.039,12/1/2020,37
37.2439,-100.3601,12/1/2020,45
39.7839,-99.8992,12/1/2020,43
38.9168,-98.7656,12/1/2020,41
38.0745,-82.7383,12/1/2020,32
37.8104,-83.827,12/1/2020,30
36.7409,-86.5815,12/1/2020,31
36.758,-84.1446,12/1/2020,28
30.2029,-90.91,12/1/2020,45
32.5772,-93.8824,12/1/2020,45
32.3045,-92.5567,12/1/2020,44
42.5838,-72.5917,12/1/2020,49
43.6484,-84.3792,12/1/2020,32
45.0241,-84.1301,12/1/2020,28
43.667,-91.5016,12/1/2020,26
46.0666,-94.9006,12/1/2020,25
32.755,-90.9886,12/1/2020,42
33.1063,-88.5658,12/1/2020,42
36.9465,-92.5159,12/1/2020,38
39.3084,-93.9957,12/1/2020,36
36.6489,-90.8671,12/1/2020,37
36.7479,-93.4678,12/1/2020,41
47.2812,-106.9822,12/1/2020,32
47.1419,-108.2266,12/1/2020,34
46.497,-109.8571,12/1/2020,30
40.8552,-99.075,12/1/2020,39
40.9099,-96.1406,12/1/2020,34
40.3874,-95.851,12/1/2020,35
39.4384,-119.5246,12/1/2020,34
40.9591,-74.0745,12/1/2020,47
39.721,-75.1437,12/1/2020,46
34.9321,-108.0003,12/1/2020,34
33.7409,-105.4491,12/1/2020,40
42.4198,-76.9386,12/1/2020,38
42.7014,-78.2286,12/1/2020,34
34.0387,-78.2277,12/1/2020,44
46.9426,-98.0702,12/1/2020,30
40.6604,-83.6641,12/1/2020,29
39.4903,-82.4834,12/1/2020,30
38.815,-82.999,12/1/2020,31
35.0529,-96.2512,12/1/2020,42
34.1051,-97.8388,12/1/2020,44
35.9142,-97.4508,12/1/2020,44
36.3038,-95.2356,12/1/2020,42
35.1584,-96.6029,12/1/2020,43
39.9141,-79.6446,12/1/2020,30
33.8926,-81.2729,12/1/2020,39
